,Round,Client,TestAcc
0,1,0,9.84
1,1,1,10.0
2,1,2,10.0
3,1,3,9.96
4,1,4,10.0
5,1,5,10.04
6,1,6,9.98
7,1,7,9.31
8,1,8,8.89
9,1,9,9.99
10,2,0,10.05
11,2,1,9.99
12,2,2,10.16
13,2,3,10.0
14,2,4,10.78
15,2,5,8.94
16,2,6,10.9
17,2,7,8.75
18,2,8,10.01
19,2,9,9.03
20,3,0,11.24
21,3,1,9.99
22,3,2,10.08
23,3,3,10.08
24,3,4,9.98
25,3,5,10.73
26,3,6,10.12
27,3,7,10.39
28,3,8,12.26
29,3,9,10.0
30,4,0,12.38
31,4,1,9.85
32,4,2,10.0
33,4,3,9.88
34,4,4,9.76
35,4,5,11.02
36,4,6,10.17
37,4,7,12.25
38,4,8,10.19
39,4,9,12.0
40,5,0,9.71
41,5,1,10.36
42,5,2,11.17
43,5,3,10.25
44,5,4,10.43
45,5,5,10.35
46,5,6,9.46
47,5,7,9.45
48,5,8,9.88
49,5,9,9.09
50,6,0,10.34
51,6,1,10.07
52,6,2,10.32
53,6,3,11.01
54,6,4,10.0
55,6,5,10.89
56,6,6,10.65
57,6,7,10.65
58,6,8,10.59
59,6,9,11.27
60,7,0,10.45
61,7,1,10.08
62,7,2,10.9
63,7,3,10.39
64,7,4,10.31
65,7,5,12.11
66,7,6,10.6
67,7,7,10.65
68,7,8,11.73
69,7,9,10.15
70,8,0,11.58
71,8,1,10.1
72,8,2,10.0
73,8,3,10.78
74,8,4,10.82
75,8,5,10.89
76,8,6,11.46
77,8,7,12.27
78,8,8,10.32
79,8,9,10.57
80,9,0,11.88
81,9,1,11.93
82,9,2,10.74
83,9,3,10.94
84,9,4,10.25
85,9,5,12.68
86,9,6,10.22
87,9,7,10.16
88,9,8,9.75
89,9,9,12.38
90,10,0,11.23
91,10,1,11.8
92,10,2,10.07
93,10,3,9.92
94,10,4,12.04
95,10,5,10.51
96,10,6,10.44
97,10,7,12.22
98,10,8,10.18
99,10,9,11.08
100,11,0,14.21
101,11,1,11.15
102,11,2,14.21
103,11,3,12.86
104,11,4,13.06
105,11,5,10.28
106,11,6,10.82
107,11,7,12.97
108,11,8,10.01
109,11,9,13.02
110,12,0,14.53
111,12,1,14.31
112,12,2,10.18
113,12,3,14.86
114,12,4,14.62
115,12,5,14.29
116,12,6,13.41
117,12,7,15.43
118,12,8,12.6
119,12,9,12.99
120,13,0,15.66
121,13,1,14.8
122,13,2,15.98
123,13,3,14.14
124,13,4,16.12
125,13,5,14.1
126,13,6,14.06
127,13,7,13.3
128,13,8,15.77
129,13,9,16.61
130,14,0,13.88
131,14,1,16.83
132,14,2,11.84
133,14,3,16.71
134,14,4,14.64
135,14,5,15.67
136,14,6,16.41
137,14,7,14.01
138,14,8,13.46
139,14,9,11.4
140,15,0,18.08
141,15,1,20.17
142,15,2,14.99
143,15,3,19.11
144,15,4,20.11
145,15,5,16.89
146,15,6,15.61
147,15,7,16.86
148,15,8,17.98
149,15,9,16.65
150,16,0,20.96
151,16,1,15.3
152,16,2,18.44
153,16,3,20.96
154,16,4,19.55
155,16,5,17.98
156,16,6,19.22
157,16,7,17.69
158,16,8,18.08
159,16,9,19.67
160,17,0,18.07
161,17,1,17.23
162,17,2,23.9
163,17,3,20.93
164,17,4,16.07
165,17,5,17.97
166,17,6,19.3
167,17,7,18.2
168,17,8,16.01
169,17,9,16.31
170,18,0,21.38
171,18,1,21.22
172,18,2,12.64
173,18,3,20.2
174,18,4,16.21
175,18,5,19.11
176,18,6,19.14
177,18,7,20.91
178,18,8,18.36
179,18,9,20.64
180,19,0,21.28
181,19,1,21.65
182,19,2,10.11
183,19,3,15.94
184,19,4,17.26
185,19,5,19.14
186,19,6,18.87
187,19,7,20.48
188,19,8,20.24
189,19,9,19.15
190,20,0,18.61
191,20,1,15.9
192,20,2,18.43
193,20,3,17.92
194,20,4,20.47
195,20,5,23.23
196,20,6,17.89
197,20,7,19.29
198,20,8,16.23
199,20,9,15.04
200,21,0,21.39
201,21,1,20.63
202,21,2,16.62
203,21,3,18.23
204,21,4,16.38
205,21,5,22.41
206,21,6,20.64
207,21,7,17.56
208,21,8,20.5
209,21,9,22.51
210,22,0,23.04
211,22,1,17.01
212,22,2,21.27
213,22,3,14.69
214,22,4,21.69
215,22,5,12.98
216,22,6,17.33
217,22,7,19.33
218,22,8,21.25
219,22,9,16.69
220,23,0,18.9
221,23,1,21.05
222,23,2,17.14
223,23,3,21.76
224,23,4,24.26
225,23,5,13.95
226,23,6,22.13
227,23,7,16.92
228,23,8,18.82
229,23,9,26.96
230,24,0,18.52
231,24,1,17.75
232,24,2,24.65
233,24,3,24.63
234,24,4,20.93
235,24,5,18.78
236,24,6,24.83
237,24,7,24.67
238,24,8,23.36
239,24,9,20.32
240,25,0,20.56
241,25,1,20.96
242,25,2,23.43
243,25,3,20.26
244,25,4,20.63
245,25,5,22.22
246,25,6,22.12
247,25,7,25.13
248,25,8,18.86
249,25,9,23.42
250,26,0,25.98
251,26,1,19.42
252,26,2,24.57
253,26,3,25.34
254,26,4,22.39
255,26,5,17.44
256,26,6,18.3
257,26,7,24.19
258,26,8,21.62
259,26,9,23.85
260,27,0,21.82
261,27,1,19.18
262,27,2,25.19
263,27,3,19.24
264,27,4,22.05
265,27,5,23.94
266,27,6,21.83
267,27,7,22.36
268,27,8,15.97
269,27,9,17.5
270,28,0,24.89
271,28,1,23.37
272,28,2,21.78
273,28,3,25.63
274,28,4,22.13
275,28,5,24.88
276,28,6,24.56
277,28,7,26.44
278,28,8,23.02
279,28,9,24.76
280,29,0,24.52
281,29,1,21.07
282,29,2,28.44
283,29,3,19.76
284,29,4,28.7
285,29,5,21.19
286,29,6,26.79
287,29,7,22.06
288,29,8,17.9
289,29,9,17.82
290,30,0,23.53
291,30,1,14.53
292,30,2,25.89
293,30,3,23.79
294,30,4,20.95
295,30,5,23.28
296,30,6,16.08
297,30,7,22.39
298,30,8,21.09
299,30,9,21.61
300,31,0,26.58
301,31,1,22.18
302,31,2,20.24
303,31,3,19.66
304,31,4,23.86
305,31,5,19.11
306,31,6,22.54
307,31,7,22.18
308,31,8,17.66
309,31,9,29.09
310,32,0,30.66
311,32,1,21.08
312,32,2,27.02
313,32,3,23.65
314,32,4,20.67
315,32,5,21.17
316,32,6,24.96
317,32,7,23.98
318,32,8,14.54
319,32,9,24.64
320,33,0,30.13
321,33,1,20.28
322,33,2,24.59
323,33,3,26.51
324,33,4,23.98
325,33,5,18.58
326,33,6,27.2
327,33,7,24.27
328,33,8,23.87
329,33,9,24.71
330,34,0,25.66
331,34,1,22.44
332,34,2,26.66
333,34,3,26.09
334,34,4,26.09
335,34,5,28.12
336,34,6,21.18
337,34,7,23.62
338,34,8,20.39
339,34,9,20.39
340,35,0,24.7
341,35,1,23.87
342,35,2,25.52
343,35,3,24.44
344,35,4,23.5
345,35,5,24.9
346,35,6,22.73
347,35,7,24.38
348,35,8,29.03
349,35,9,24.09
350,36,0,27.23
351,36,1,21.3
352,36,2,26.8
353,36,3,21.09
354,36,4,28.68
355,36,5,15.1
356,36,6,24.33
357,36,7,30.83
358,36,8,27.18
359,36,9,21.59
360,37,0,21.39
361,37,1,26.9
362,37,2,20.82
363,37,3,24.51
364,37,4,24.66
365,37,5,18.74
366,37,6,24.3
367,37,7,19.36
368,37,8,21.02
369,37,9,21.57
370,38,0,25.54
371,38,1,21.95
372,38,2,23.17
373,38,3,23.46
374,38,4,16.94
375,38,5,30.93
376,38,6,26.49
377,38,7,22.58
378,38,8,23.01
379,38,9,27.85
380,39,0,16.8
381,39,1,10.0
382,39,2,22.67
383,39,3,19.39
384,39,4,26.54
385,39,5,20.95
386,39,6,28.49
387,39,7,22.33
388,39,8,25.43
389,39,9,16.33
390,40,0,22.43
391,40,1,28.2
392,40,2,29.02
393,40,3,28.62
394,40,4,21.94
395,40,5,25.75
396,40,6,19.49
397,40,7,26.05
398,40,8,13.56
399,40,9,22.57
400,41,0,24.49
401,41,1,23.27
402,41,2,28.52
403,41,3,20.3
404,41,4,21.65
405,41,5,19.24
406,41,6,25.39
407,41,7,23.25
408,41,8,27.27
409,41,9,27.19
410,42,0,26.51
411,42,1,24.12
412,42,2,22.5
413,42,3,21.42
414,42,4,24.88
415,42,5,25.61
416,42,6,18.04
417,42,7,28.4
418,42,8,19.55
419,42,9,20.53
420,43,0,20.75
421,43,1,27.39
422,43,2,21.15
423,43,3,20.87
424,43,4,25.37
425,43,5,26.05
426,43,6,25.34
427,43,7,13.75
428,43,8,23.24
429,43,9,15.79
430,44,0,24.97
431,44,1,28.73
432,44,2,26.37
433,44,3,23.8
434,44,4,27.6
435,44,5,28.27
436,44,6,22.27
437,44,7,21.81
438,44,8,19.65
439,44,9,29.97
440,45,0,23.75
441,45,1,30.67
442,45,2,23.94
443,45,3,29.58
444,45,4,15.84
445,45,5,26.99
446,45,6,19.7
447,45,7,26.74
448,45,8,21.42
449,45,9,21.83
450,46,0,26.86
451,46,1,24.71
452,46,2,17.42
453,46,3,23.96
454,46,4,24.88
455,46,5,25.62
456,46,6,22.91
457,46,7,21.82
458,46,8,23.02
459,46,9,25.74
460,47,0,25.39
461,47,1,20.49
462,47,2,19.47
463,47,3,18.96
464,47,4,20.3
465,47,5,24.02
466,47,6,15.66
467,47,7,20.88
468,47,8,29.42
469,47,9,24.96
470,48,0,30.32
471,48,1,23.6
472,48,2,23.05
473,48,3,24.31
474,48,4,17.83
475,48,5,23.02
476,48,6,25.2
477,48,7,23.67
478,48,8,30.09
479,48,9,28.6
480,49,0,27.6
481,49,1,23.31
482,49,2,32.93
483,49,3,26.32
484,49,4,32.93
485,49,5,23.38
486,49,6,24.87
487,49,7,24.82
488,49,8,18.82
489,49,9,31.09
490,50,0,27.96
491,50,1,30.39
492,50,2,28.59
493,50,3,27.48
494,50,4,25.17
495,50,5,28.2
496,50,6,29.46
497,50,7,27.61
498,50,8,21.84
499,50,9,27.48
500,51,0,27.98
501,51,1,28.23
502,51,2,23.56
503,51,3,27.62
504,51,4,28.72
505,51,5,27.19
506,51,6,27.35
507,51,7,28.52
508,51,8,22.79
509,51,9,28.29
510,52,0,22.47
511,52,1,24.57
512,52,2,25.76
513,52,3,22.65
514,52,4,20.23
515,52,5,21.02
516,52,6,24.25
517,52,7,27.9
518,52,8,31.19
519,52,9,24.62
520,53,0,26.39
521,53,1,20.54
522,53,2,15.7
523,53,3,28.28
524,53,4,26.2
525,53,5,26.05
526,53,6,26.28
527,53,7,30.43
528,53,8,33.42
529,53,9,25.34
530,54,0,29.84
531,54,1,28.41
532,54,2,28.04
533,54,3,21.76
534,54,4,21.56
535,54,5,24.66
536,54,6,24.19
537,54,7,22.74
538,54,8,25.98
539,54,9,27.84
540,55,0,25.81
541,55,1,25.71
542,55,2,27.04
543,55,3,18.45
544,55,4,14.07
545,55,5,22.45
546,55,6,29.06
547,55,7,23.6
548,55,8,18.72
549,55,9,22.63
550,56,0,24.6
551,56,1,17.63
552,56,2,22.76
553,56,3,27.38
554,56,4,25.58
555,56,5,20.27
556,56,6,27.94
557,56,7,29.78
558,56,8,26.66
559,56,9,29.32
560,57,0,26.2
561,57,1,28.68
562,57,2,24.17
563,57,3,28.29
564,57,4,28.27
565,57,5,23.34
566,57,6,27.91
567,57,7,26.77
568,57,8,21.0
569,57,9,25.01
570,58,0,29.18
571,58,1,24.78
572,58,2,26.04
573,58,3,19.9
574,58,4,18.49
575,58,5,29.57
576,58,6,21.72
577,58,7,27.76
578,58,8,25.76
579,58,9,25.82
580,59,0,28.61
581,59,1,27.55
582,59,2,23.62
583,59,3,31.87
584,59,4,23.04
585,59,5,20.93
586,59,6,22.71
587,59,7,28.03
588,59,8,25.33
589,59,9,28.89
590,60,0,25.67
591,60,1,19.42
592,60,2,28.15
593,60,3,25.01
594,60,4,29.66
595,60,5,21.82
596,60,6,20.44
597,60,7,21.03
598,60,8,26.08
599,60,9,24.01
600,61,0,29.05
601,61,1,20.81
602,61,2,27.82
603,61,3,25.44
604,61,4,25.2
605,61,5,23.92
606,61,6,25.15
607,61,7,22.22
608,61,8,20.64
609,61,9,27.4
610,62,0,20.76
611,62,1,25.35
612,62,2,25.36
613,62,3,30.27
614,62,4,25.67
615,62,5,15.95
616,62,6,17.51
617,62,7,25.35
618,62,8,23.76
619,62,9,28.22
620,63,0,32.26
621,63,1,19.88
622,63,2,26.13
623,63,3,28.96
624,63,4,21.3
625,63,5,20.61
626,63,6,27.55
627,63,7,23.42
628,63,8,28.02
629,63,9,28.02
630,64,0,27.86
631,64,1,15.65
632,64,2,19.82
633,64,3,28.11
634,64,4,26.27
635,64,5,26.62
636,64,6,23.9
637,64,7,29.42
638,64,8,25.54
639,64,9,27.7
640,65,0,20.55
641,65,1,15.55
642,65,2,21.0
643,65,3,20.12
644,65,4,24.38
645,65,5,24.34
646,65,6,25.88
647,65,7,29.84
648,65,8,21.55
649,65,9,27.3
650,66,0,22.49
651,66,1,20.86
652,66,2,25.27
653,66,3,28.46
654,66,4,14.18
655,66,5,23.78
656,66,6,12.97
657,66,7,14.35
658,66,8,24.73
659,66,9,24.56
660,67,0,23.96
661,67,1,30.91
662,67,2,21.3
663,67,3,22.05
664,67,4,25.09
665,67,5,23.65
666,67,6,21.5
667,67,7,27.22
668,67,8,24.97
669,67,9,21.45
670,68,0,26.65
671,68,1,28.66
672,68,2,23.63
673,68,3,21.3
674,68,4,27.1
675,68,5,23.89
676,68,6,29.42
677,68,7,23.88
678,68,8,23.56
679,68,9,25.08
680,69,0,27.93
681,69,1,24.61
682,69,2,25.18
683,69,3,27.83
684,69,4,30.41
685,69,5,23.43
686,69,6,25.61
687,69,7,25.19
688,69,8,20.3
689,69,9,26.48
690,70,0,25.73
691,70,1,20.88
692,70,2,26.96
693,70,3,20.6
694,70,4,15.65
695,70,5,27.89
696,70,6,26.88
697,70,7,30.22
698,70,8,13.55
699,70,9,29.7
700,71,0,19.52
701,71,1,24.78
702,71,2,15.76
703,71,3,25.43
704,71,4,24.93
705,71,5,22.2
706,71,6,20.8
707,71,7,27.33
708,71,8,22.05
709,71,9,23.4
710,72,0,27.58
711,72,1,19.72
712,72,2,22.34
713,72,3,24.34
714,72,4,24.88
715,72,5,26.45
716,72,6,24.88
717,72,7,24.11
718,72,8,20.73
719,72,9,25.1
720,73,0,30.9
721,73,1,28.35
722,73,2,19.88
723,73,3,35.59
724,73,4,20.96
725,73,5,30.92
726,73,6,19.89
727,73,7,25.28
728,73,8,25.78
729,73,9,24.32
730,74,0,18.5
731,74,1,23.3
732,74,2,23.78
733,74,3,24.33
734,74,4,25.8
735,74,5,14.28
736,74,6,28.44
737,74,7,25.31
738,74,8,18.2
739,74,9,27.46
740,75,0,31.68
741,75,1,21.48
742,75,2,27.56
743,75,3,26.43
744,75,4,26.85
745,75,5,26.34
746,75,6,27.43
747,75,7,20.97
748,75,8,30.11
749,75,9,25.44
750,76,0,24.69
751,76,1,12.91
752,76,2,26.29
753,76,3,19.21
754,76,4,26.03
755,76,5,21.31
756,76,6,26.58
757,76,7,30.68
758,76,8,12.87
759,76,9,32.28
760,77,0,29.63
761,77,1,20.33
762,77,2,27.64
763,77,3,20.06
764,77,4,28.66
765,77,5,26.31
766,77,6,27.77
767,77,7,25.78
768,77,8,13.47
769,77,9,24.8
770,78,0,21.25
771,78,1,24.51
772,78,2,24.05
773,78,3,24.43
774,78,4,26.67
775,78,5,20.79
776,78,6,27.04
777,78,7,25.4
778,78,8,22.52
779,78,9,25.59
780,79,0,23.57
781,79,1,29.99
782,79,2,26.2
783,79,3,23.56
784,79,4,21.41
785,79,5,14.2
786,79,6,21.2
787,79,7,27.72
788,79,8,25.27
789,79,9,23.33
790,80,0,18.38
791,80,1,28.91
792,80,2,30.82
793,80,3,18.83
794,80,4,25.98
795,80,5,22.79
796,80,6,28.48
797,80,7,16.99
798,80,8,11.92
799,80,9,28.74
800,81,0,26.23
801,81,1,28.78
802,81,2,28.94
803,81,3,24.86
804,81,4,28.19
805,81,5,22.64
806,81,6,29.81
807,81,7,28.92
808,81,8,19.19
809,81,9,22.74
810,82,0,28.09
811,82,1,21.33
812,82,2,19.51
813,82,3,20.44
814,82,4,22.62
815,82,5,29.47
816,82,6,26.52
817,82,7,29.27
818,82,8,18.81
819,82,9,22.08
820,83,0,23.35
821,83,1,23.06
822,83,2,31.25
823,83,3,27.82
824,83,4,28.04
825,83,5,24.22
826,83,6,27.95
827,83,7,22.68
828,83,8,22.76
829,83,9,18.63
830,84,0,28.08
831,84,1,17.37
832,84,2,14.51
833,84,3,15.37
834,84,4,31.22
835,84,5,27.7
836,84,6,19.44
837,84,7,25.3
838,84,8,24.68
839,84,9,25.15
840,85,0,14.56
841,85,1,13.39
842,85,2,25.88
843,85,3,19.13
844,85,4,22.2
845,85,5,24.43
846,85,6,20.67
847,85,7,24.08
848,85,8,21.35
849,85,9,19.41
850,86,0,18.44
851,86,1,24.72
852,86,2,14.33
853,86,3,23.85
854,86,4,13.04
855,86,5,20.69
856,86,6,23.7
857,86,7,28.15
858,86,8,16.7
859,86,9,15.74
860,87,0,29.52
861,87,1,14.71
862,87,2,16.15
863,87,3,13.05
864,87,4,21.14
865,87,5,28.39
866,87,6,26.21
867,87,7,24.46
868,87,8,10.04
869,87,9,24.12
870,88,0,30.23
871,88,1,27.61
872,88,2,30.42
873,88,3,22.9
874,88,4,30.57
875,88,5,25.31
876,88,6,30.9
877,88,7,11.74
878,88,8,10.0
879,88,9,24.32
880,89,0,19.67
881,89,1,28.85
882,89,2,18.08
883,89,3,30.11
884,89,4,25.76
885,89,5,22.52
886,89,6,24.81
887,89,7,24.94
888,89,8,22.31
889,89,9,28.29
890,90,0,18.59
891,90,1,34.1
892,90,2,17.71
893,90,3,16.42
894,90,4,24.02
895,90,5,22.7
896,90,6,19.34
897,90,7,19.5
898,90,8,20.08
899,90,9,20.98
900,91,0,15.98
901,91,1,18.98
902,91,2,12.36
903,91,3,25.05
904,91,4,23.1
905,91,5,26.32
906,91,6,23.9
907,91,7,22.58
908,91,8,21.25
909,91,9,14.14
910,92,0,17.62
911,92,1,29.33
912,92,2,26.28
913,92,3,20.32
914,92,4,26.8
915,92,5,19.37
916,92,6,21.52
917,92,7,19.25
918,92,8,19.5
919,92,9,32.98
920,93,0,28.25
921,93,1,23.27
922,93,2,27.07
923,93,3,31.1
924,93,4,24.43
925,93,5,22.7
926,93,6,26.31
927,93,7,26.26
928,93,8,18.59
929,93,9,20.31
930,94,0,20.04
931,94,1,27.75
932,94,2,26.72
933,94,3,24.64
934,94,4,24.86
935,94,5,24.44
936,94,6,24.12
937,94,7,21.09
938,94,8,24.24
939,94,9,30.41
940,95,0,22.63
941,95,1,24.08
942,95,2,10.0
943,95,3,25.43
944,95,4,24.02
945,95,5,18.81
946,95,6,23.86
947,95,7,21.32
948,95,8,13.66
949,95,9,16.69
950,96,0,25.33
951,96,1,27.69
952,96,2,15.81
953,96,3,18.41
954,96,4,14.38
955,96,5,13.83
956,96,6,23.18
957,96,7,26.31
958,96,8,14.33
959,96,9,18.67
960,97,0,22.61
961,97,1,28.5
962,97,2,23.22
963,97,3,28.5
964,97,4,20.76
965,97,5,20.47
966,97,6,19.67
967,97,7,26.07
968,97,8,15.35
969,97,9,10.71
970,98,0,23.69
971,98,1,29.52
972,98,2,21.78
973,98,3,11.55
974,98,4,25.64
975,98,5,10.58
976,98,6,23.04
977,98,7,19.03
978,98,8,12.47
979,98,9,16.38
980,99,0,15.65
981,99,1,14.93
982,99,2,16.55
983,99,3,11.35
984,99,4,13.62
985,99,5,10.86
986,99,6,15.37
987,99,7,17.68
988,99,8,15.42
989,99,9,16.41
990,100,0,19.56
991,100,1,15.11
992,100,2,12.42
993,100,3,27.05
994,100,4,10.37
995,100,5,17.31
996,100,6,13.42
997,100,7,10.0
998,100,8,17.4
999,100,9,27.47
